id_tov,Наименование,Вес,Категория,Подкатегория,Состав,Пищевая ценность,Срок годности
1447,Халва подсолнечная,250 г  ,"Сладости, кондитерские изделия","Восточные сладости, халва","масса подсолнечная, патока, фруктоза, экстракт корня колючелистника, ванилин ","белки 10,3 г, жиры 27 г, углеводы 53,4 г; 497,8 ккал ",3 месяца  
52,Ирис с кокосовой стружкой,40 г,"Сладости, кондитерские изделия","Восточные сладости, халва","сахар, молоко цельное сгущенное с сахаром, патока, вода очищенная, кокосовая стружка","белки 3,5 г, жиры 6,5 г, углеводы 88 г; 430 ккал",1 год 
1826,"Гозинаки «Мед с лесным орехом» , 50 гр",50 г,"Сладости, кондитерские изделия","Восточные сладости, халва","ядра лещины (фундука), мед натуральный цветочный.","белки 11,1 г; жиры 30,8 г; углеводы 51,4 г; 527 ккал",6 месяцев
1867,"Халва ""Арахисово-кокосовая""",230 г,"Сладости, кондитерские изделия","Восточные сладости, халва","ядро арахиса, патока крахмальная, кокосовая стружка, фруктоза, корень колючелистника. Содержит сахара природного (естественного) происхождения.","белки 14,8 г; жиры 36,0 г; углеводы 30,9 г; 506,8 ккал",3 месяца
1549,Чак-Чак с грецким орехом,50 г,"Сладости, кондитерские изделия","Восточные сладости, халва","мука пшеничная высший сорт, мёд натуральный, масло подсолнечное рафинированное дезодорированное, яйцо куриное пищевое, сахар, вода питьевая, ядро грецкого ореха, загуститель – каррагинан, разрыхлитель-гидрокарбонат натрия (сода пищевая), соль пищевая.",белки 9 г; жиры 24 г; углеводы 61 г; 496 ккал,150 суток
1419,"Гозинаки ""Мёд с грецким орехом"", 50 гр",50 г,"Сладости, кондитерские изделия","Восточные сладости, халва","ядро грецкого ореха, мед натуральный","белки 14,2 г, жиры 48,6 г, углеводы 32 г; 623 ккал",6 месяцев
1062,Чак-Чак Медовый,50 г,"Сладости, кондитерские изделия","Восточные сладости, халва","мука пшеничная высший сорт (содержит глютен), мед натуральный, масло подсолнечное рафинированное, яйцо куриное пищевое, сахар, вода питьевая очищенная, загуститель - каррагинан, разрыхлитель - гидрокарбонат натрия (сода пищевая), соль поваренная пищевая","белки 7 г, жиры 28 г, углеводы 61 г; 520 ккал",90 суток
1053,"Щербет с какао и арахисом, 40г",40 г,"Сладости, кондитерские изделия","Восточные сладости, халва","сахар, молоко цельное сгущенное с сахаром, арахис жареный дробленый, вода очищенная, патока, какао-порошок, соль поваренная пищевая","белки 8,5 г, жиры 9,5 г, углеводы 73 г; 410 ккал",6 месяцев
1093,Конфета молочно-желейная,250 г,"Сладости, кондитерские изделия",Конфеты,"патока, сахар, молоко сгущенное с сахаром (молоко нормализованное, сахар), желирующий агент - каррагинан, регулятор кислотности - цитрат натрия","белки 0,7 г, жиры 12,8 г, углеводы 74,7 г; 416,8 ккал",6 месяцев
1183,"Конфеты шоколадные ""Ореховое пралине""",120 г,"Сладости, кондитерские изделия",Конфеты,"шоколад темный (сахар, какао тертое, масло какао, эмульгатор - соевый лецитин, ароматизатор натуральный - ваниль), сахар, масло какао, арахис жареный протертый, ядра фундука жареные протертые, ядра фундука жареные дробленые, ядра миндаля жареные дробленые, крахмальная патока, эмульгатор - соевый лецитин, ароматизатор натуральный - ваниль","белки 11 г, жиры 41 г, углеводы 40 г; 570 ккал",4 месяца
1213,"Трюфель французский ""Ассорти""",120 г,"Сладости, кондитерские изделия",Конфеты,"Французский чайный (сахар, какао тертое, какао-масло, глюкозный сироп, сливки пастеризованные, апельсин, чай черный, листья бергамота сушеные, какао-порошок); ""Французский имбирный"" (сахар, какао тертое, какао-масло, глюкозный сироп, корень имбиря, лимон, какао-порошок, сахарная пудра); ""Французский кокосовый"" (сахар, какао-масло, глюкозный сироп, молоко сухое цельное, кокосовая стружка, пюре кокосовое замороженное (мякоть кокоса, сахар), сливки пастеризованные, эмульгатор лецитин, ароматизатор - стручок ванили молотый).","белки 5,2 г; жиры 18,1 г; углеводы 59,8 г; 423 ккал",45 суток
1222,Кедровый грильяж с клюквой ,120 г,"Сладости, кондитерские изделия",Конфеты,"ядро кедрового ореха, глазурь шоколадная (сахар, какао-масло, какао-порошок, эмульгатор - лецитин), ядро кешью, мёд натуральный, клюква вяленая",белки 13 г; жиры 35 г; углеводы 47 г 560 ккал,6 месяцев
1328,Какао-бобы в шоколаде,100 г,"Сладости, кондитерские изделия",Конфеты,"ядро (какао-бобы), корпус (шоколад м. д. какао 58%, какао тертое, тростниковый сахар, какао-масло, эмульгатор - соевый лецитин, ваниль натуральная), какао-порошок натуральный. ","белки 8,5 г; жиры 40,9 г; углеводы 44,2 г; 579 ккал ",12 месяцев
1529,Чернослив в шоколаде,200 г,"Сладости, кондитерские изделия",Конфеты,"слива сушёная (чернослив), шоколадная глазурь (сахарная пудра, какао-масло, какао тёртое, эмульгатор – лецитин соевый), сахар, патока крахмальная.","белки 2,6 г; жиры 8,7 г; углеводы 58,0 г; 321 ккал",4 месяца
1688,Конфеты кокосовые,90 г,"Сладости, кондитерские изделия",Конфеты,"кокосовая стружка, патока крахмальная, концентрированный сок агавы, паста из кокосовой мякоти.","белки 7,3 г; жиры 31,3 г; углеводы 49,4 г; 508,5 ккал",3 месяца
1884,"Конфеты ""Орехи-Матча"" глазированные",115 г,"Сладости, кондитерские изделия",Конфеты,"ядро ореха миндаля жареное, глазурь шоколадная (шоколад белый (сахар, масло какао, сухое цельное молоко, эмульгатор-соевый лецитин, натуральный ароматизатор – ваниль), чай Матча (порошок из листа тэнча)), орех кешью жареный, патока, арахис жареный, соль морская пищевая.","белки 14,1 г; жиры 31,3 г; углеводы 49,4 г; 535,7 ккал ",8 месяцев
483,Конфеты молочные Крувка,360 г ,"Сладости, кондитерские изделия",Конфеты,"сахар, молоко сгущенное с сахаром (молоко цельное, сахар), патока, масло сливочное","белки 3,5 г, жиры 4 г, углеводы 73 г; 340 ккал",2 месяца 
508,Клюква в сахарной пудре,120 г ,"Сладости, кондитерские изделия",Конфеты,"органически сертифицированная дикая клюква, сахарная пудра, крахмал кукурузный, ароматизатор – ванилин","белки 0,8 г, углеводы 69 г; 279 ккал ",6 месяцев 
710,Драже Клюква в сахарной пудре с корицей,100 г ,"Сладости, кондитерские изделия",Конфеты,"пудра сахарная, клюква свежая, корица, загуститель – крахмал картофельный ","белки 0,2 г, жиры 0,1 г, углеводы 66 г; 264 ккал ",30 суток 
823,"Конфета ""Молочная"" неглазированная, 350г",350 г ,"Сладости, кондитерские изделия",Конфеты,"сахар, молоко сгущенное цельное (молоко цельное, сахар), патока","белки 2,7 г, жиры 5,2 г, углеводы 81,3 г; 382,8 ккал",5 месяцев
326,Пастила яблочная натуральная,10 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад",яблоки,"белки 2,5 г, углеводы 70 г; 290 ккал",6 месяцев
484,Лукум с клюквой,250 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, клюква сушеная, патока, агент желирующий – крахмал картофельный, белок яичный, регулятор кислотности – кислота лимонная","белки 1 г, жиры 0,3 г, углеводы 64 г; 260 ккал",2 месяца 
486,Мармелад яблочный,250 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, пюре яблочное, патока карамельная, агент желирующий - пектин, регулятор кислотности - лимонная кислота","белки 0,2 г, углеводы 76 г; 290 ккал  ",3 месяца 
1603,Лукум ванильный,250 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, патока, желирующий агент – крахмал картофельный, белок яичный, регулятор кислотности – кислота лимонная, ароматизатор натуральный – ваниль","белки 1,5 г, углеводы 82 г; 320 ккал",2 месяца 
1710,"Зефир ванильный, 250г",250 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, пюре яблочное, патока, агент желирующий - пектин цитрусовый, белок яичный, регулятор кислотности - кислота молочная, ароматизатор натуральный ваниль ","белки 2 г, углеводы 78 г; 320 ккал",2 месяца
1711,Маршмеллоу Ваниль,150 г ,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, патока крахмальная, желатин, пудра сахарная, крахмал кукурузный, антиокислитель – кислота лимонная, экстракт ванили ","белки 3,8 г, жиры 0,1 г, углеводы 72,3 г; 306 ккал ",14 суток 
1679,Суфле ассорти,120 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","Набор Суфле «Ассорти» Суфле Сливочное: сахар, патока, масло сладко-сливочное несолёное «Крестьянское» м. д. ж. 72,5 %, молоко цельное сгущённое с сахаром (молоко цельное, молоко обезжиренное, сахар (сахароза, лактоза), желирующий агент – агар пищевой, белок яичный сухой, декор (сахар, масло какао, сухое цельное молоко, сухое обезжиренное молоко, какао тёртое, эмульгатор – соевый лицетин, ароматизатор натуральный – ваниль). Суфле Крем-Брюле: сахар, патока, масло сладко-сливочное несолёное «Крестьянское» м. д. ж. 72,5 %, молоко сгущённое с сахаром варёное (молоко цельное, молоко обезжиренное, сахар( сахароза ), желирующий агент – агар пищевой, белок яичный сухой, декор (сахар, масло какао, сухое цельное молоко, сухое обезжиренное молоко, какао тёртое, эмульгатор – соевый лицетин, ароматизатор натуральный - ваниль)","белки 2,6 г; жиры 8,0 г; углеводы 63,1 г; 342,1 ккал",7 суток
1660,Мармелад жевательный Мишки,50 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","глюкозный сироп, сахар, желатин пищевой (желирующий агент), лимонная кислота (регулятор кислотности), натуральные ароматизаторы (масло апельсина, масло лимона), концентрированный яблочный сок, концентрированный вишневый сок, концентрированный сок черной моркови, концентрированный сок редиса, спирулина","белки 5,3 г; жиры 0,1 г; углеводы 72,6 г; 312,5 ккал",12 месяцев
1661,Мармелад жевательный Машинки,50 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","глюкозный сироп, сахар, желатин пищевой (желирующий агент), лимонная кислота (регулятор кислотности), натуральные ароматизаторы (масло апельсина, масло лимона), концентрированный яблочный сок, концентрированный вишневый сок, концентрированный сок черной моркови, концентрированный сок редиса, спирулина","белки 5,3 г; жиры 0,1 г; углеводы 72,6 г; 312,5 ккал",12 месяцев
1554,Мармелад Чёрная смородина,250 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, пюре из чёрной смородины, пюре яблочное, патока карамельная, загуститель – пектин яблочный, регулятор кислотности – лимонная кислота.","белки 0,16 г; жиры 0,8 г; углеводы 81,1 г; 332,2 ккал",3 месяца
1583,"Пастила ""Белевская"" классическая",200 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","яблочное пюре (из печёных яблок), сахар, белок яичный (из куриных яиц ","белки 0,3 г; жиры 0,8 г; углеводы 80,7 г; 331,2 ккал",6 месяцев
1584,"Пастила ""Белевская"" без добавления сахара",200 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","яблочное пюре (из печёных яблок), белок яичный (из куриных яиц)","белки 0,25 г; жиры 0,6 г; углеводы 75,8 г; 309,6 ккал",6 месяцев
1438,Мармелад Апельсиновый,180 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, патока, апельсины свежие (цедра, сок прямого отжима, желирующий агент - пектин, регулятор кислотности - лимонная кислота","белки 0,4 г; углеводы 75,5 г; 303 ккал",3 месяца
1477,Пастила яблочная воздушная ,30 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","яблочное пюре, яичный белок, сахар, сахарная пудра","белки 1,4 г; жиры 0,1 г; углеводы 86,3 г; 351,7 ккал ",45 суток
1336,"Мармелад фруктовый ""Ассорти""",250 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","Лимон: сахар, патока кукурузная крахмальная, яблочное пюре, желирующий агент - пектин, регулятор кислотности - лимонная кислота, натуральный экстракт - лимон, краситель натуральный - бета-каротин Клубника: сахар, патока кукурузная крахмальная, яблочное пюре, желирующий агент - пектин, регулятор кислотности - лимонная кислота, натуральный экстракт - клубника, краситель натуральный - кармин Яблоко-корица: сахар, патока кукурузная крахмальная, яблочное пюре, желирующий агент - пектин, регулятор кислотности - лимонная кислота, натуральный экстракт - корица ","белки 0,2 г; органические кислоты 0,7; углеводы 78 г; 314 ккал",6 месяцев
1233,"Зефир ""Классический"" в шок. глазури",165 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, глазурь (сахар, какао тертое, масло какао, эмульгатор - лецитин соевый, ароматизатор, идентичный натуральному - ванилин), пюре яблочное, патока крахмальная, белок яичный, желирующий агент - пектин, регулятор кислотности - молочная кислота, влагоудерживающий агент - лактат натрия","белки 2,3 г, жиры 10,4 г, углеводы 65,8 г; 366 ккал",60 суток
1081,Мармелад тыквенный,50 г,"Сладости, кондитерские изделия","Зефир, пастила, мармелад","сахар, вода питьевая, патока, тыква сушеная, желирующий агент - пектин, регулятор кислотности - лимонная кислота","углеводы 54,2 г; 216,8 ккал",3 месяца
1085,Вафельные трубочки с вареной сгущенкой,150 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная высшего сорта, яйцо куриное пищевое, масло сладко-сливочное несоленое ""Крестьянское"" 72,5 %, молоко сгущенное с сахаром вареное (молоко цельное, сахар), сахар, сахар ванильный с натуральной ванилью (сахар, стручки ванили измельченные)","белки 10,2 г, жиры 20,4 г, углеводы 44,7; 403 ккал",5 суток
1099,"Пряники заварные ""Мятные""",300 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорт, сахар, мука ржаная хлебопекарная обдирная, масло подсолнечное рафинированное дезодорированное, концентрат солодовый (ржаной солод, вода питьевая); разрыхлители - карбонат аммония, гидрокарбонат натрия (сода пищевая); ароматизатор натуральный ""Мята"", регулятор кислотности - лимонная кислота","белки 5,5 г, жиры 5,6 г, углеводы 76,3 г; 377,5 ккал",30 суток
1316,Пряник «Ржаной»,100 г,"Сладости, кондитерские изделия","Вафли, пряники","мука ржаная цельнозерновая, сахар, масло подсолнечное рафинированное дезодорированное, патока, начинка (мармелад абрикосовый (сахар, абрикосы свежие, пюре яблочное, загуститель - пектин, регулятор кислотности - лимонная кислота)), мука ячменная цельнозерновая, специи молотые (корица, гвоздика, перец черный), чай черный байховый, разрыхлитель - гидрокарбонат натрия, соль поваренная пищевая","белки 18 г; жиры 13,2 г; углеводы 50,8 г; 394 ккал ",20 суток
1267,Пряник заварной имбирный,150 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорта, мука ржаная хлебопекарная обдирная, мед натуральный, сахар тростниковый, масло сладко-сливочное несоленое ""Традиционное"" м.д.ж. 82 %, яйцо куриное пищевое, разрыхлитель - гидрокарбонат натрия (сода пищевая). пряности молотые (имбирь, корица, гвоздика); жженка (сахар, вода питьевая); глазурь сахарная (сахарная пудра, яичный белок, сок лимона прямого отжима)","белки 7,6 г, жиры 7,3 г, углеводы 75,8 г; 399,4 ккал",21 день
1567,Пряник заварной шоколадный,70 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорта, мёд натуральный, сахар тростниковый, яйцо куриное пищевое, масло сладко-сливочное несолёное «Традиционное» м.д.ж. 82 %, какао порошок, разрыхлитель – гидрокарбонат натрия (сода пищевая), пряности молотые (корица, кардамон, гвоздика); жжёнка (сахар, вода питьевая); глазурь (сахар, вода питьевая).","белки 9,9 г; жиры 1,1 г; углеводы 75,7 г; 352,3 ккал",21 сутки
1628,Пряники с яблочно-вишнёвой начинкой,300 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорт, сахар, повидло яблочно-вишневое (пюре яблочное, сахар, пюре вишневое), патока мальтозная ржаная, мука ржаная хлебопекарная обдирная, масло подсолнечное рафинированное дезодорированное, вода питьевая, пряности молотые (кардамон, корица, имбирь, перец душистый, гвоздика, мускатный орех), разрыхлитель - гидрокарбонат аммония.","белки 4,3 г; жиры 5,2 г; углеводы 75,6 г;  366,4 ккал",45 суток
175,Пряник постный с яблочным повидлом,100 г,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная первого сорта, мука ржаная хлебопекарная обдирная, вода питьевая, сахар, масло подсолнечное рафинированное дезодорированное, начинка (повидло яблочное (яблоки, сахар)), разрыхлитель - гидрокарбонат натрия (сода пищевая), соль пищевая, пряности молотые (кардамон, корица, гвоздика), ароматизатор натуральный - ваниль","белки 6,1 г, жиры 7,8 г, углеводы 70,1 г; 375 ккал",35 суток
1735,Пряник Расписной фигурный,100 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная в/с, сахар, вода питьевая, масло подсолнечное рафинированное дезодорированное, патока крахмальная (карамельная), масло сливочное массовая доля жира 82,5 %, повидло яблочное (яблоки, сахар), солод ржаной ферментированный, разрыхлитель-гидрокарбонат натрия (сода пищевая), соль пищевая, пряности молотые-корица, кардамон перец душистый, мускатный орех, гвоздика, имбирь, кориандр, антиокислитель – кислота лимонная, глазурь (сухой яичный белок, пудра сахарная, сироп глюкозы, (белый цвет), красители натуральные (карамельный экстракт, бета-каротин, бетанин,аннато, куркумин).","белки 4,1 г, жиры 10,5 г, углеводы 57,8 г; 342,1 ккал ",20 суток 
1721,Вафли с какао,180 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная высшего сорта, пудра сахарная, масло кокосовое рафинированное дезодорированное, молоко сухое цельное, какао-порошок, продукты яичные сухие, масло подсолнечное рафинированное дезодорированное, эмульгатор лецитин, соль поваренная пищевая, разрыхлитель - гидрокарбонат натрия","белки 6,5 г, жиры 28 г, углеводы 54 г; 494 ккал ",6 месяцев 
1722,Вафли сливочные,180 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная высшего сорта, пудра сахарная, масло кокосовое рафинированное дезодорированное, молоко сухое цельное, сливки сухие, продукты сухие яичные, масло подсолнечное рафинированное дезодорированное, эмульгатор лецитин, разрыхлитель - гидрокарбонат натрия, соль поваренная пищевая","белки 5,5 г, жиры 45 г, углеводы 56 г; 651 ккал ",6 месяцев 
903,Пряник на палочке,50 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорт, сахар-песок, вода питьевая, мука овсяная, масло сливочное, яйцо столовое пищевое, уксус яблочный, корица молотая, сода пищевая, какао-порошок, перец душистый, кардамон молотый; глазурь - пудра сахарная, белок сухой, сок лимона, сок черники, сок свеклы, сок моркови, сок брусники, куркума, каркаде","белки 1,5 г, жиры 6,5 г, углеводы 61 г; 280 ккал",60 суток 
489,Вафельные трубочки,150 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная в/с, яйцо куриное, сахар-песок, масло ""Крестьянское"" 72,5% , ванилин","белки 8,1 г, жиры 18,5 г, углеводы 51 г; 395 ккал",5 суток
339,Пряник постный,100 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорт, сахар-песок, повидло яблочное, пудра сахарная, масло подсолнечное, сок лимона свежевыжатый, сода пищевая, корица молотая, имбирь молотый, перец душистый молотый","белки 7,4 г, жиры 4,9 г, углеводы 73,5 г; 363 ккал",20 суток 
278,Пряник Паломник,300 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная хлебопекарная 1 сорт, сахар, вода питьевая, масло сливочное, яйцо куриное пищевое, сода пищевая, корица молотая, имбирь молотый, гвоздика молотая; начинка: повидло яблочное (пюре из яблок, сахар, лимонная кислота), клюква ","белки 7,7 г, жиры 7,6 г, углеводы 73,4 г; 385 ккал",20 суток
299,"Пряник ""Забава""",40 г ,"Сладости, кондитерские изделия","Вафли, пряники","мука пшеничная х/п 1 сорт, чернослив, яйцо куриное пищевое, сахар-песок, кефир 3,2%, масло сладкосливочное 82,5%, корица, сода, гвоздика","белки 8,4 г, жиры 8,3 г, углеводы 63,7 г; 360 ккал",20 суток
392,Вафли Кокосовые,180 г ,"Сладости, кондитерские изделия","Вафли, пряники","масло кокосовое рафинированное дезодорированное, мука пшеничная высшего сорта, пудра сахарная, кокосовая стружка, молоко сухое обезжиренное, продукты яичные сухие, ароматизатор пищевой, масло подсолнечное рафинированное дезодорированное, эмульгатор лецитин соевый, соль поваренная пищевая, разрыхлители (гидрокарбонат натрия, карбонаты аммония)","белки 5,5 г, жиры 42 г, углеводы 47 г; 620 ккал",6 месяцев 
393,Торт вафельный Ореховый,220 г ,"Сладости, кондитерские изделия","Вафли, пряники","масло кокосовое рафинированное дезодорированное, пудра сахарная, мука пшеничная хлебопекарная высшего сорта, ядра орехов лещины (фундука) обжаренные, молоко сухое обезжиренное, какао-порошок, мука соевая, порошок яичный, масло растительное рафинированное дезодорированное, эмульгатор – лецитин соевый, соль поваренная пищевая, ароматизатор – ванилин, разрыхлители (гидрокарбонат натрия, карбонаты аммония)","белки 8 г, жиры 37 г, углеводы 56 г; 590 ккал",6 месяцев 
721,Сывороточный десерт с грушей,135 г,Молочная Продукция,Десерты молочные,"сыворотка молочная, сахар,  фруктовый наполнитель (сахар, груша, загуститель – пектин), сливки, регулятор кислотности: лимонная кислота","белки 3 г, жиры 3 г, углеводы 16,4 г; 105 ккал",10 суток
877,"Мусс из творога ""Вишня с шоколадом""",110 г,Молочная Продукция,Десерты молочные,"творог (молоко нормализованное, закваска), сливки нормализованные пастеризованные, начинка вишневая (сахар, вишня свежая, вода питьевая), сахар, какао-порошок, ароматизатор - ванилин","белки 8 г, жиры 12,5 г, углеводы 11 г, в том числе сахароза 8 г; 188, 5 ккал",7 суток
848,"Панна-котта ""Манго-маракуйя-апельсин""",160 г ,Молочная Продукция,Десерты молочные,"молоко коровье цельное пастеризованное, сливки пастеризованные, сахар белый кристаллический, желирующий агент – желатин пищевой, манго замороженное, маракуйя замороженная, апельсин свежий","белки 2,9 г, жиры 14,2 г, углеводы 20,9 г;  223 ккал ",72 часа 
1027,"Десерт молочный ""Наполеон""",190 г,Молочная Продукция,Десерты молочные,"молоко нормализованное пастеризованное 3,2 %, мука пшеничная в/с, сахар, яйцо куриное столовое пищевое, масло сладко-сливочное несоленое ""Традиционное"" 82,5 %, сахарная пудра, сметана 20 % (сливки нормализованные пастеризованные с использованием заквасочных микроорганизмов (лактококки и термофильные молочнокислые стрептококки), вода питьевая, соль поваренная пищевая, ванильный сахар с натуральной ванилью (сахар, измельченные стручки ванили, экстракт ванили).","белки 4,9 г, жиры 11,7 г, углеводы 28,7 г; 240 ккал",4 суток
982,Суфле йогуртовое с облепихой и персиком,140 г,Молочная Продукция,Десерты молочные,"йогурт (молоко цельное, молоко обезжиренное, йогуртная закваска), с м.д.ж. 2,5 %, сливки питьевые стерилизованные с м.д.ж. 10 %, облепиха быстрозамороженная, персик быстрозамороженный, сахар, масло сладко-сливочное несоленое ""Традиционное"" с м.д.ж. 82,5 %, сметана (молоко нормализованное, закваска) с м.д.ж. 20 %, мука хлебопекарная в/с, меланж яичный пастеризованный, разрыхлитель - гидрокарбонат натрия (сода пищевая), крахмал картофельный, регулятор кислотности - кислотин, ванильный сахар с натуральной ванилью (сахар, измельченные стручки ванили, экстракт ванили)","белки 4,5 г, жиры 9,5 г, углеводы 22 г; 190 ккал",5 суток
321,Тирамимусс,150 г,Молочная Продукция,Десерты молочные,"сливки, творог, сахар, агар, мука хлебопекарная высший сорт, яйца куриные, сода, ванилин, какао-порошок, кофе","белки 9,6 г, жиры 19 г, углеводы 21,3 г; 305 ккал",4 суток
83,Крем творожный,230 г ,Молочная Продукция,Десерты молочные,"сметана, творог, сахар, пищевой желатин, пектин","белки 8,3 г, жиры 15 г, углеводы 11,9 г; 215,8 ккал ",7 суток 
471,Мусс творожный с грушей,125 г,Молочная Продукция,Десерты молочные,"творог, фруктовый наполнитель (фрукты - груша, сахар, загуститель - пектин, регулятор кислотности - лимонная кислота), молоко пастеризованное, сахар, стабилизатор (желатин, камедь рожкового дерева, гуаровая камедь)","белки 4 г, жиры 2,5 г, углеводы 14,2 г; 95 ккал",5 суток
1694,Мусс творожный с вишней,125 г,Молочная Продукция,Десерты молочные,"творог, фруктовый наполнитель (вишня, сахар, загуститель - пектин, регулятор кислотности - лимонная кислота, натуральный ароматизатор ""Вишня""), молоко пастеризованное, сахар, стабилизатор (желатин, камедь рожкового дерева, гуаровая камедь)","белки 4 г, жиры 2,5 г, углеводы 14,2 г; 95 ккал ",5 суток
2000,Мусс молочный маракуйя,100 г ,Молочная Продукция,Десерты молочные,"пюре из маракуйи (83% сок из маракуйи без семечек и сахара, 17% сахарный сироп: 65% сахара, 35% воды питьевой), сливки (сливки, стабилизатор каррагинан), молоко цельное, сахар, желатин, ванилин, вода питьевая","белки 3,65 г, жиры 18,3 г, углеводы 10,54 г; 223 ккал ",4 суток
2001,Мусс молочно-шоколадный,100 г ,Молочная Продукция,Десерты молочные,"шоколад (какао тертое, какао-масло, эмульгатор - соевый лецитин, ароматизатор - ваниль), сливки (сливки, стабилизатор - каррагинан), молоко цельное, сахар, желатин, вода питьевая","белки 5 г, жиры 24 г, углеводы 20 г; 313 ккал ",4 суток
62,Мусс кефирно-ежевичный,100 г ,Молочная Продукция,Десерты молочные,"кефир (цельное молоко, обезжиренное молоко, закваска на кефирных грибках), фруктово-ягодный наполнитель (ежевичный: ежевика, загуститель пектин, загуститель ксантан, регулятор кислотности лимонная кислота), сахар, желатин, вода питьевая","белки 2 г, жиры 3 г, углеводы 15 г; 88 ккал",72 часа 
463,Шоколадная панакота на кокосовом молоке,70 г,Молочная Продукция,Десерты молочные,"молоко кокосовое (переработанная мякоть кокосового ореха, вода питьевая), ""молоко"" ореховое (переработанная мякоть миндального ореха, вода питьевая, соль пищевая), шоколад темный (( содержание какао-порошка 72%), какао-масса, сахар, какао-масло, эмульгатор соевый лецитин, ароматизатор натуральный - экстракт ванили), желирующий агент - агар, вода питьевая","белки 2,8 г; жиры 11,9 г; углеводы 10,3 г; 159,5 ",5 суток
1887,Дынное парфе с чиа на миндальном  молоке,120 г,Молочная Продукция,Десерты молочные,"«молоко» ореховое (переработанная мякоть миндального ореха 20%, вода питьевая 80%, соль пищевая), семена чиа, пюре дынное замороженное, желирующий агент-агар, вода питьевая","белки 1,5 г; жиры 2,6 г; углеводы 3,5 г; 43,4 ккал",5 суток
1895,"Десерт молочный ""Наполеон"" с наполнителем",150 г,Молочная Продукция,Десерты молочные,"с шоколадом: молоко нормализованное пастеризованное м.д.ж. 3,2%, мука пшеничная хлебопекарная в/с, сахар, яйцо куриное столовое пищевое, масло сладко-сливочное несоленое «Традиционное» м.д.ж. 82,5%, шоколад темный эмульгатор - соевый лецитин (какао- масса, сахар, какао-масло, , ароматизатор натуральный - ваниль), сметана м.д.ж. 20% (сливки нормализованные пастеризованные, заквасочные микроорганизмы (лактококки, термофильные вода питьевая, ванильный сахар сахарная пудра, какао порошок, молочнокислые стрептококки)), измельченные стручки ванили, с натуральной ванилью (сахар, экстракт ванили), соль пищевая с малиной: молоко нормализованное пастеризованное м.д.ж. 3,2%, малина с/м, сахар, мука пшеничная хлебопекарная в/с, яйцо куриное столовое пищевое, масло сладко-сливочное несоленое «Традиционное» м.д.ж. 82,5%, сметана м.д.ж. 20% (сливки нормализованные пастеризованные, заквасочные микроорганизмы (лактококки, термофильные молочнокислые стрептококки)), сахарная пудра, крахмал кукурузный, вода питьевая, ванильный сахар с натуральной ванилью (сахар, измельченные стручки ванили, экстракт ванили), соль пищевая.","с шоколадом: белки 6 г; жиры 7,7 г; углеводы 38,5 г; 247,3 ккал с малиной: белки 4,5 г; жиры 4,9 г; углеводы 36,3 г; 207,7 ккал",4 суток
